code,name,,serviceClassCode
1-APN-001,Orang Kaya Bendahara Sri Maharaja,,1
1-APN-002,Orang Kaya Besar Maharaja Diraja,,1
1-APN-003,Orang Kaya Temenggung Paduka Diraja,,1
1-APN-004,Orang Kaya Menteri Paduka Seri,,1
1-APN-005,Orang Kaya-Kaya Laksamana Raja Mahkota,,1
1-APN-006,Orang Kaya-Kaya Seri Adika Raja Shahbandar Perak,,1
1-APN-007,Orang Kaya-Kaya Panglima Kinta S/Amar Bangsa Diraja,,1
1-APN-008,Orang Kaya-Kaya Panglima Bukit Gantang S/Amar Diraja,,1
1-APN-009,Orang Kaya-Kaya Shahbandar Paduka Indera,,1
1-APN-010,Orang Kaya-Kaya Setia Bijaya Diraja,,1
1-APN-011,Orang Kaya-Kaya Iman Paduka Tuan,,1
1-APN-012,Orang Kaya-Kaya Sri Agar Diraja,,1
1-APN-013,"Raja Kecil Besar, Raja Kecil Sulung, Raja Kecil Tengah dan Raja Kecil Bongsu",,1
1-APN-014,Toh Muda Orang Besar Empat,,1
1-APN-015,Toh Muda Orang Besar Lapan,,1
1-APN-016,Orang Besar Enam Belas,,1
1-APN-017,Orang Besar Tiga Puluh Dua,,1
1-APN-018,Elaun Bertugas Bagi Orang-Orang Besar Jajahan,,1
1-APN-019,Raja Chik Dewa Pawang Diraja,,1
1-APN-020,Toh Pawang Dewa Jaya Diraja Pawang Diraja,,1
1-SOK-001,Juruiring,,1
1-SOK-002,Bentara Kiri,,1
1-SOK-003,Bentara Perempuan,,1
1-SOK-004,Pelayan Rumah,,1
1-SOK-005,Dang Perwara,,1
1-SOK-006,Panglima Perang Kanan,,1
1-SOK-007,Panglima Perang Kiri,,1
1-SOK-008,Pelayan Istana,,1
1-SOK-009,Penghulu Luar/Penghulu Dalam/Penghulu Balai,,1
1-SOK-010,Tukang Air,,1
1-SOK-011,Ratnapuri,,1
1-SOK-013,Pelayan Besar,,1
1-SOK-014,Ketua Pelayan,,1
1-SOK-015,Bentara Istana,,1
1-SOK-016,Imam Dan Guru,,1
1-SOK-017,Orang Balai Besar/Nobat,,1
1-SOK-018,Pembaca Quran Makam Diraja,,1
1-SOK-019,Amah,,1
1-SOK-020,Bentara Kanan,,1
1-SOK-021,Pembaca Quran Makam Langgar,,1
1-SOK-022,Orang Balai Nobat,,1
1-SOK-023,Ketua Bentara,,1
1-SOK-024,Pengelola Bijaya Diraja,,1
1-SOK-025,Penyelenggara Istana,,1
1-SOK-026,Penyelia Istana,,1
1-SOK-027,Penolong Penyelenggara Istana,,1
1-SOK-028,Suruhan Khas,,1
1-SOK-029,Pegawai Protokol Istana,,1
1-SOK-030,Sarjan/Bentara Muda/Sarjan (U),,1
1-SOK-031,Bentara Muda,,1
1-SOK-032,Panglima Perang,,1
1-SOK-033,Pawang Diraja,,1
1-SOK-034,Penolong Pawang Diraja,,1
1-SOK-035,Bentara Lelaki,,1
1-SOK-036,Juruiring Preman,,1
1-SOK-037,Pengawas Kanan,,1
1-SOK-038,Pengawas Istana,,1
1-SOK-039,Penolong Penyelia Istana,,1
1-SOK-012,Atendan Sultan/Tengku Ampuan/Tambahan/Perempuan,,1
2-PGT-001,Jawatan Terbuka Kumpulan Pengurusan Tertinggi,,2
2-SOK-001,Jawatan Terbuka Kumpulan Sokongan,,2
2-PP-001 ,Jawatan Terbuka Kumpulan Pengurusan dan Profesional,,2
3-APN-001,Menteri,,3
3-APN-002,Timbalan Menteri,,3
3-APN-003,Menteri Besar,,3
3-APN-004,Ketua Menteri,,3
3-APN-005,Setiausaha Politik,,3
3-APN-006,YB Penasihat Agama Islam,,3
3-APN-007,Setiausaha Akhbar,,3
3-APN-008,Ketua Hakim Negara,,3
3-APN-009,Hakim,,3
3-APN-010,Presiden Mahkamah Rayuan,,3
3-APN-011,Hakim Besar,,3
3-APN-012,Pesuruhjaya Kehakiman,,3
3-APN-013,Ketua Audit Negara,,3
3-APN-014,Yang Dipertua Dewan Rakyat,,3
3-APN-015,Pengerusi,,3
3-APN-016,Timbalan Pengerusi,,3
3-APN-017,Ahli,,3
3-APN-018,Yang Dipertua Dewan Negara,,3
3-APN-019,Timbalan Menteri Besar,,3
3-APN-020,Timbalan Ketua Menteri,,3
3-APN-021,Yang Dipertua,,3
3-APN-022,Pengerusi Majlis Penasihat Ekonomi Negara,,3
3-APN-023,Duta Khas,,3
3-APN-024,YB Penasihat Khas,,3
3-APN-026,Penasihat Hal Ehwal Sosial dan Kebudayaan,,3
4-PP-001,Pegawai Pemasaran,,4
4-PP-002,Pegawai Pemerosesan Visa,,4
4-PP-003,Penterjemah,,4
4-PP-004,Pegawai Pelaburan,,4
4-PP-005,Jurubahasa,,4
4-PP-006,Eksekutif Pemasaran,,4
4-PP-007,Pengurus Pemasaran,,4
4-PP-008,Pegawai Penerbitan/Penterjemah I,,4
4-PP-009,Pegawai Penerbitan/Penterjemah II,,4
4-PP-010,Pegawai Dokumen,,4
4-SOK-001,Kerani/Jurutaip,,4
4-SOK-002,Jaga,,4
4-SOK-003,Pemandu/Operator Wayang Gambar,,4
4-SOK-004,Juruteknik Rendah,,4
4-SOK-005,Penghantar Cepat,,4
4-SOK-006,Pekerja Awam (Jaga/Caretaker/Tukang Kebun),,4
4-SOK-007,Pekerja Am,,4
4-SOK-008,Kerani/Penyambut Tetamu,,4
4-SOK-009,Penunggu Rumah,,4
4-SOK-010,Pencuci Pejabat,,4
4-SOK-011,Pemandu,,4
4-SOK-012,Pengawal Keselamatan,,4
4-SOK-013,Setiausaha,,4
4-SOK-014,Kerani,,4
4-SOK-015,Atendan Pejabat/Pemandu,,4
4-SOK-016,Pembantu Penerbitan/Jurubahasa,,4
4-SOK-017,Pekeranian/Operasi Kerani Besar,,4
4-SOK-018,Operator Telefon/Penyambut Tetamu,,4
4-SOK-019,Tukang Kebun,,4
4-SOK-020,Pemandu Kenderaan Bermotor/Penghantar Cepat,,4
4-SOK-021,Tukang Sapu,,4
4-SOK-022,Penghantar Surat,,4
4-SOK-023,Pembantu Penerangan,,4
4-SOK-024,Pelayan Pejabat,,4
4-SOK-025,Jurutrengkas,,4
4-SOK-026,Penyelia Kediaman,,4
4-SOK-027,Kerani Besar,,4
4-SOK-028,Kerani Kewangan,,4
4-SOK-029,Pembantu Rumah/Tukang Sapu,,4
4-SOK-030,Pembantu Kerani,,4
4-SOK-031,Kerani/Jurubahasa,,4
4-SOK-032,Pembantu Penerbitan/Penterjemah,,4
4-SOK-033,Juruteknik,,4
4-SOK-034,Jurutaip,,4
4-SOK-035,Penyelia Pejabat,,4
4-SOK-036,Pembantu Filem,,4
4-SOK-037,Pencuci Rumah,,4
4-SOK-038,Pembantu Akhbar,,4
4-SOK-039,Kerani Konsular,,4
4-SOK-040,Setiausaha/Jurutrengkas,,4
4-SOK-041,Pembantu Rumah VIP,,4
4-SOK-042,Pembantu Perpustakaan,,4
4-SOK-043,Kerani Visa,,4
4-SOK-044,Pembantu Penyelia,,4
4-SOK-045,Setiausaha Sosial,,4
4-SOK-046,Pegawai Penyelidikan Surat-Surat,,4
4-SOK-047,Jurutrengkas Tingkatan 1,,4
4-SOK-048,Buruh Am,,4
4-SOK-049,Pegawai Kerani Tingkatan I,,4
4-SOK-050,Pegawai Kerani Tingkatan II,,4
4-SOK-051,Pegawai Kerani Tingkatan III,,4
4-SOK-052,Setiausaha Kepada TYT Duta Besar,,4
4-SOK-053,Tukang Masak,,4
4-SOK-054,Penunggu Pejabat,,4
4-SOK-055,Setiausaha Pejabat/Jurutrengkas,,4
4-SOK-056,Setiausaha Pejabat/Jurutaip,,4
4-SOK-057,Penjaga Boiler,,4
4-SOK-058,Penyelia Teknik,,4
4-SOK-059,Setiausaha Kongres,,4
4-SOK-060,Penolong Pegawai Hal Ehwal Ekonomi,,4
4-SOK-061,Penolong Pegawai Kebajikan Pelajar,,4
4-SOK-062,Pembantu Tadbir (Kesetiausahaan),,4
4-SOK-063,Pembantu Tadbir Rendah (Pembantu Kerani),,4
4-SOK-064,Pembantu Tadbir Rendah (Jurutaip),,4
4-SOK-065,Pencari Fail,,4
4-SOK-066,Pembantu Am Pejabat (Penolong Penyelia Rumah),,4
4-SOK-067,Penyelia Asrama (Penyelia Rumah),,4
4-SOK-068,Pembantu Tadbir Rendah (Penyambut Tetamu/Operator),,4
4-SOK-069,Pembantu Tadbir Pejabat (Pembantu/Warden/Kerani/Jurutaip),,4
4-SOK-070,Pemandu/Pekerja Am,,4
4-SOK-071,Pemandu/Pekerja Am/Penghantar Cepat,,4
4-SOK-072,Pembantu Rumah/Jaga,,4
4-SOK-073,Pekerja Awam (Jaga),,4
4-SOK-074,Pembantu Tadbir (Akaun),,4
4-SOK-075,Pemandu Kenderaan,,4
4-SOK-076,Pembantu Tadbir (Perkeranian/Operasi),,4
4-SOK-077,Kerani (Imigresen),,4
4-SOK-078,Pembantu Tadbir Rendah (Pembantu Warden/Kerani/Jurutaip),,4
4-SOK-079,Pekerja Rendah Awam (Jaga/Caretaker/Tukang Kebun),,4
5-PP-001,Pegawai Eksekutif,,5
5-PGT-001,Timbalan Pengurus Besar,,5
5-PGT-002,Pegawai Sains Nuklear,,5
5-PGT-003,Ketua Pegawai Eksekutif,,5
5-PGT-004,Ketua Pegawai Operasi,,5
5-PGT-005,Ketua Pegawai Strategi,,5
5-PGT-006,Pengarah,,5
5-PGT-007,Pengurus Besar Kanan,,5
5-PP-002,Pengurus Kanan,,5
5-PP-003,Pengurus,,5
5-PP-004,Jurutera,,5
5-PP-005,Eksekutif Kanan,,5
5-SOK-001,Merinyu Bangunan,,5
5-SOK-003,Juruteknik Malaria,,5
5-SOK-004,Kadet Pegawai laut,,5
5-SOK-005,Juruteknik Tibi,,5
5-SOK-006,Penguasa Stesen Pam,,5
5-SOK-007,Merinyu Tuak,,5
5-SOK-008,Penyelidik Hal Ehwal Ugama,,5
5-SOK-009,Pembuat Pukat,,5
5-SOK-010,Odeli Hakim,,5
5-SOK-011,Pembantu Haiwan/Perusahaan Ternak Rendah,,5
5-SOK-012,Pemandu Lanci,,5
5-SOK-013,Guru Quran Istana,,5
5-SOK-014,Bakal Tukang,,5
5-SOK-015,Pengurus/Penjual Tuak,,5
5-SOK-016,Pelayan Dapur,,5
5-SOK-017,Tukang Kadar,,5
5-SOK-018,Electrokardiografer,,5
5-SOK-019,Pembantu Tukang Besi,,5
5-SOK-020,Juruselam,,5
5-SOK-021,Buruh Penyembur,,5
5-SOK-022,Penyapu Limbungan,,5
5-SOK-023,Tukang Api,,5
5-SOK-024,Tukang Geris,,5
5-SOK-025,Pemandu Krane,,5
5-SOK-026,Penjaga Jentera Dandang,,5
5-SOK-027,Penyelia Tukang,,5
5-SOK-028,Penolong Pegawai Perancangan,,5
5-SOK-029,Operator Kerani,,5
5-SOK-030,Pembantu Jurutera,,5
5-SOK-031,Merinyu Kilang dan Jentera,,5
5-SOK-032,Monitor,,5
5-SOK-033,Tukang Sapu,,5
5-SOK-034,Pressman Foreman/Asst. Foreman(PTG),,5
5-SOK-035,Penyelia Pembungkus,,5
5-SOK-037,Kerani/Jurutaip (Tambahsentara),,5
5-SOK-038,Pembantu Kejuruteraan,,5
5-SOK-039,Penyelia Kilang,,5
5-SOK-040,Merinyu Kerajaan Tempatan,,5
5-SOK-041,Merinyu Jambatan,,5
5-SOK-036,Penolong Mekanik Alat,,5
5-SOK-042,Pembantu Perikanan Rendah,,5
5-SOK-043,Pekerja Stor,,5
5-SOK-044,Merinyu Majlis Bandaran,,5
5-SOK-045,Linesman,,5
5-SOK-046,Jawatan Kumpulan,,5
5-SOK-047,Juragan,,5
5-SOK-048,Juruelektrik,,5
5-SOK-049,Juruteknik Peralatan,,5
5-SOK-050,Kakitangan Ambilan Tempatan,,5
5-SOK-051,Kerani/Penterjemah,,5
5-SOK-052,Pelatih Kategori 'A',,5
5-SOK-053,Pembantu Perancang,,5
5-SOK-054,Pembantu Stor Rendah,,5
5-SOK-055,Pencatat Data,,5
5-SOK-056,Penolong Pegawai Perancang,,5
5-SOK-057,Penolong Pengelola Kemajuan Masyarakat,,5
5-SOK-058,Penyelenggara Pita,,5
5-SOK-059,Tukang Jentera,,5
5-SOK-060,Tukang Vulkum,,5
5-SOK-061,Tutor,,5
5-SOK-062,Penolong Pegawai Eksekutif,,5
5-SOK-063,Pentadbir Kanan,,5
5-SOK-064,Pentadbir,,5
5-SOK-065,Pembantu Eksekutif,,5
5-SOK-066,Pembantu Am,,5
5-SOK-002,Merinyu Kawalan Mutu,,5
A-SOK-020,Penolong Pemeriksa Kapal Terbang,,A    
A-JKD-007,Jurumudi,,A    
A-JKD-006,Anak Perahu,,A    
AB-BSP-001,Pemeriksa Kereta Motor,,A    
AL-PP-001,Pegawai Laut,,A    
AT-PP-001,Juruterbang/Pemeriksa Juruterbang,,A    
AT-PP-002,Pemeriksa Kapal Terbang,,A    
A-JKD-001,Operator Aerobridge,,A    
A-JKD-002,Kelasi/Jurumudi,,A    
A-JKD-004,Pemandu Lokomotif Rendah,,A    
A-JKD-003,Pembantu/Penjaga Rumah Api,,A    
A-JKB-002,Penolong Jurutera Laut,,A    
A-JKB-003,Pembantu Teknik Kapal Terbang,,A    
A-JKB-004,Pembantu Teknik Penerbangan,,A    
A-JKB-005,Penolong Pegawai Laut,,A    
A-JKB-001,Penolong Pegawai Kawalan Trafik Udara,,A    
A-SOK-019,Pembantu Laut,,A    
A-JKD-005,Pemandu Enjin Sangkut,,A    
A-PP-007,Pemeriksa Kapal Terbang,,A    
AA-SOK-001,Pemandu Lokomotif Sabah,,A    
A-PGT-006,Pemeriksa Kapal Terbang Pengurusan Tertinggi,,A    
A-PP-001  ,Juruterbang/Pemeriksa Juruterbang,,A    
A-PP-002  ,Pegawai Kawalan Trafik Udara,,A    
A-PP-003  ,Jurutera Laut,,A    
A-PP-004  ,Arkitek Laut,,A    
A-PP-005  ,Pegawai Laut,,A    
A-SOK-001 ,Penolong Pegawai Kawalan Trafik Udara,,A    
A-SOK-002 ,Pembantu Kawalan Trafik Udara,,A    
A-SOK-003 ,Pemeriksa Kapal Terbang,,A    
A-SOK-004 ,Pembantu Teknik Kapal Terbang,,A    
A-SOK-005 ,Operator Aerobridge,,A    
A-SOK-006 ,Penolong Jurutera Laut,,A    
A-SOK-007 ,Pembantu Juruenjin Laut/Juruenjin Laut,,A    
A-SOK-008 ,Merinyu Laut,,A    
A-SOK-009 ,Penolong Pegawai Laut,,A    
A-SOK-010 ,Serang,,A    
A-SOK-011 ,Kelasi/Jurumudi,,A    
A-SOK-012 ,Penjaga Rumah Api,,A    
A-SOK-013 ,Pemeriksa Kereta Motor,,A    
A-BSP-001,Pemandu Lokomotif,,A    
A-SOK-015 ,Pembantu Laut,,A    
A-SOK-016 ,Pengajar Merin,,A    
A-SOK-017 ,Pemandu Lokomotif Rendah,,A    
A-PP-006  ,Malim,,A    
A-PGT-001 ,Juruterbang/Pemeriksa Juruterbang Pengurusan Tertinggi,,A    
A-PGT-002 ,Pegawai Kawalan Trafik Udara Pengurusan Tertinggi,,A    
A-PGT-003 ,Jurutera Laut Pengurusan Tertinggi,,A    
A-PGT-004 ,Arkitek Laut Pengurusan Tertinggi,,A    
A-PGT-005 ,Pegawai Laut Pengurusan Tertinggi,,A    
A-JKA-001,Juruterbang/Pemeriksa Juruterbang,,A    
A-JKA-002,Pegawai Kawalan Trafik Udara,,A    
A-JKA-003,Pemeriksa Kapal Terbang,,A    
A-JKA-004,Jurutera Laut,,A    
A-JKA-005,Arkitek Laut,,A    
A-JKA-006,Pegawai Laut,,A    
A-JKA-007,Malim,,A    
A-JKC-001,Pegawai Perhubungan,,A    
A-JKC-002,Pembantu Laut,,A    
A-JKC-003,Pengajar Merin,,A    
A-JKC-004,Merinyu Laut,,A    
A-JKC-005,Serang,,A    
A-JKC-006,Ketua Pegawai,,A    
A-JKC-007,Pemeriksa Kereta Motor,,A    
A-PP-008,Pegawai Laut,,A    
A-SOK-018,Penolong Pegawai Laut,,A    
AB-SOK-001,Pemeriksa Kereta Motor,,A    
B-JKC-002,Jurutulis Cina,,B    
B-JKC-001,Pembantu Penerbit Rancangan,,B    
B-PGT-003,Artis Budaya Pengurusan Tertinggi,,B    
B-JKC-003,Pembantu Kebudayaan,,B    
B-JKA-001,Pegawai Penerbit Rancangan,,B    
B-JKA-002,Pegawai Seni Muzik,,B    
B-JKA-003,Pegawai Seni Pereka,,B    
B-JKA-004,Pegawai Kebudayaan (Universiti),,B    
B-JKA-005,Pegawai Kebudayaan,,B    
B-PGT-001 ,Penerbit Rancangan Pengurusan Tertinggi,,B    
B-PGT-002 ,Ahli Muzik Pengurusan Tertinggi,,B    
B-PGT-005 ,Pegawai Kebudayaan Pengurusan Tertinggi,,B    
B-BSP-001 ,Penerbit Rancangan,,B    
B-BSP-002 ,Ahli Muzik,,B    
B-BSP-003 ,Pereka,,B    
B-BSP-004 ,Ahli Fotografi,,B    
B-BSP-005 ,Pegawai Kebudayaan,,B    
B-SOK-002,Penari,,B    
B-PGT-006,Pereka Pengurusan Tertinggi,,B    
B-PGT-007,Ahli Fotografi Pengurusan Tertinggi,,B    
B-PGT-008,Jurusolek Pengurusan Tertinggi,,B    
B-BSP-006,Artis Budaya,,B    
B-SOK-004,Jurusolek,,B    
B-JKB-001,Penolong Pegawai Penerbit Rancangan,,B    
B-JKB-002,Penolong Pegawai Kebudayaan,,B    
B-JKD-001,Pembantu Rendah Penerbit Rancangan,,B    
B-JKD-002,Pembantu Rendah Kebudayaan,,B    
B-JKD-003,Penari,,B    
B-JKC-004,Pelukis,,B    
B-BSP-008,Jurufotografi,,B    
C-PGT-009,Pegawai Meteorologi Pengurusan Tertinggi,,C    
C-SOK-019,Penolong Pegawai Meteorologi,,C    
C-SOK-020,Pembantu Meteorologi,,C    
C-PGT-010,Pegawai Geosains Pengurusan Tertinggi,,C    
C-PP-012,Pegawai Geosains,,C    
C-PGT-011,Pegawai Penyediaan Makanan Pengurusan Tertinggi,,C    
C-SOK-021,Penolong Pegawai Geosains,,C    
C-SOK-022,Pembantu Geosains,,C    
C-JKD-0056,Pembantu Menggerudi,,C    
C-JKD-006,Pembantu Menggerudi,,C    
C-JKD-001,Pencatit Data Gerudi,,C    
C-JKD-002,Pembantu kaji Bumi Rendah,,C    
C-JKD-003,Pembantu Kaji Cuaca Rendah,,C    
C-JKD-004,Pembantu makmal Rendah,,C    
C-JKD-005,Pembantu Makmal Filem Rendah,,C    
C-JKB-001,Penolong Pegawai Galian,,C    
C-JKB-002,Penolong Pegawai Kimia Bumi,,C    
C-JKB-003,Penolong Pegawai Kaji Cuaca,,C    
C-JKB-004,Penolong Pegawai Kawalan Alam Sekitar,,C    
C-JKB-005,Pasukan Percubaan,,C    
C-JKB-006,Penolong Pegawai Makmal Filem,,C    
C-JKB-007,Penolong Pegawai Teknologi Makanan,,C    
C-JKB-008,Penolong Pegawai Penyediaan Makanan,,C    
C-PP-011,Pegawai Meteorologi,,C    
C-PP-010,Pegawai Penyediaan Makanan,,C    
C-PP-010,Pegawai Dietetik,,C    
C-PGT-007,Pegawai Teknologi Makanan Pengurusan Tertinggi,,C    
C-PGT-008,Pegawai Dietetik Pengurusan Tertinggi,,C    
C-PP-001  ,Pegawai Galian,,C    
C-PP-002  ,Pegawai Kimia Bumi,,C    
C-PP-003  ,Pegawai Kaji Bumi (Geofizik/Kaji Bumi),,C    
C-PP-004  ,Pegawai Kawalan Alam Sekitar,,C    
C-PP-005  ,Pegawai Sains,,C    
C-PP-006  ,Pegawai Kaji Cuaca,,C    
C-PP-007  ,Pegawai Makmal Filem,,C    
C-PP-008  ,Pegawai Teknologi Makanan,,C    
C-PP-009  ,Penyelia Jenis Makanan,,C    
C-SOK-001 ,Penolong Pegawai Galian,,C    
C-SOK-002 ,Pembantu Galian,,C    
C-SOK-003 ,Penolong Pegawai Kimia Bumi,,C    
C-SOK-004 ,Pembantu Kaji Bumi,,C    
C-SOK-005 ,Penolong Pegawai Kawalan Alam Sekitar,,C    
C-SOK-006 ,Penolong Pegawai Sains,,C    
C-SOK-007 ,Pembantu Makmal,,C    
C-SOK-008 ,Penolong Pegawai Kaji Cuaca,,C    
C-SOK-009 ,Pembantu Kaji Cuaca,,C    
C-SOK-010 ,Penolong Pegawai Makmal Filem,,C    
C-SOK-011 ,Pembantu Makmal Filem,,C    
C-SOK-012 ,Penolong Pegawai Penyediaan Makanan,,C    
C-SOK-013 ,Penolong Pegawai Teknologi Makanan,,C    
C-SOK-014 ,Pencatit Data Gerudi,,C    
C-SOK-015 ,Pembantu Kaji Bumi Rendah,,C    
C-SOK-016 ,Pembantu Makmal Rendah,,C    
C-SOK-017 ,Pembantu Kaji Cuaca Rendah,,C    
C-SOK-018 ,Pembantu Makmal Filem Rendah,,C    
C-PGT-001 ,Pegawai Galian Pengurusan Tertinggi,,C    
C-PGT-002 ,Pegawai Kimiabumi Pengurusan Tertinggi,,C    
C-PGT-003 ,Pegawai Kaji Bumi (Geofizik/Kaji Bumi) Pengurusan Tertinggi,,C    
C-PGT-004 ,Pegawai Kawalan Alam Sekitar Pengurusan Tertinggi,,C    
C-PGT-005 ,Pegawai Sains Pengurusan Tertinggi,,C    
C-PGT-006 ,Pegawai Kajicuaca Pengurusan Tertinggi,,C    
C-JKA-001,Pegawai Galian,,C    
C-JKA-002,Pegawai Kimia Bumi,,C    
C-JKA-003,Pegawai Kaji Bumi (Geofizik/Kaji Bumi),,C    
C-JKA-004,Ahli Kajicuaca,,C    
C-JKA-005,Pegawai Kawalan Alam Sekitar,,C    
C-JKA-006,Pegawai Sains,,C    
C-JKA-007,Pegawai Penyelidik,,C    
C-JKA-008,Pegawai Makmal Filem,,C    
C-JKA-009,Pegawai Teknologi Makanan,,C    
