code,name,,serviceClassCode
Q-JKB-018,Penolong Pegawai Buruh Pelabuhan,,Q    
Q-JKB-016,Pegawai Buruh,,Q    
Q-JKB-019,Penyelia Penderma Darah/Pegawai Seranta,,Q    
Q-JKB-020,Penolong Pegawai Perhubungan Awam,,Q    
Q-JKB-021,Penolong Pegawai Penerangan,,Q    
Q-JKB-022,Penolong Pegawai Pemulihan,,Q    
Q-JKB-023,Penolong Pegawai Kesatria,,Q    
Q-JKB-024,Penolong Pegawai Perancangan Bahasa,,Q    
Q-JKB-025,Penolong Pegawai Pos,,Q    
Q-JKC-001,Pembantu Penyelidik Sains,,Q    
Q-JKC-003,Penjaga Jentera Elektrik,,Q    
Q-JKC-002,Pembantu Penyelidik,,Q    
Q-JKC-004,Pembantu Hal Ehwal Islam,,Q    
Q-JKC-005,Pembantu Arkib,,Q    
Q-JKC-006,Pembantu Muzium,,Q    
Q-JKC-007,Pembantu Perpustakaan,,Q    
Q-JKC-008,Pembantu Ekonomi Rumah Tangga,,Q    
Q-JKC-009,Pembantu Kemajuan Masyarakat,,Q    
Q-JKC-010,Pembantu Kebajikan Masyarakat,,Q    
Q-JKC-011,Pembantu Pembangunan Peneroka,,Q    
Q-JKC-012,Jurulatih Pembangunan masyarakat,,Q    
Q-JKC-013,Pegawai Luar Hal Ehwal Orang Asli,,Q    
Q-JKC-014,Pembantu Belia dan Sukan,,Q    
Q-JKC-016,Penolong Pegawai Pekerjaan,,Q    
Q-JKC-017,Pembantu Penerangan,,Q    
Q-JKC-018,Pembantu Kesatria,,Q    
Q-JKC-019,Jurulatih Kawad,,Q    
Q-JKA-001,Pegawai Penyelidik,,Q    
Q-JKA-002,Mufti,,Q    
Q-JKA-003,Pegawai Hal Ehwal Islam,,Q    
Q-JKA-004,Pegawai Penasihat Agama,,Q    
Q-JKA-005,Pegawai Arkib,,Q    
Q-JKA-006,Kurator,,Q    
Q-JKA-007,Pustakawan,,Q    
Q-JKA-008,Pegawai Perpustakaan,,Q    
Q-JKA-009,Pegawai Kanan Pembangunan Masyarakat,,Q    
Q-JKA-010,Pegawai Kemajuan Masyarakat,,Q    
Q-JKA-011,Pegawai Perhubungan Masyarakat,,Q    
Q-JKA-012,Pegawai Keajikan Perubatan,,Q    
Q-JKA-013,Pegawai Kemajuan Sukan,,Q    
Q-JKA-014,Pegawai Belia dan Sukan,,Q    
Q-JKA-015,Pegawai Berita,,Q    
Q-JKA-016,Pegawai Buruh Pekabuhan,,Q    
Q-JKA-017,Pegawai Kanan Buruh,,Q    
Q-JKA-018,Pegawai Perhubungan Awam,,Q    
Q-JKA-019,Pegawai Penerangan,,Q    
Q-JKA-020,Pegawai Pelajaran Kesihatan,,Q    
Q-JKA-021,Pegawai Bimbingan Nasihat,,Q    
Q-PGT-001 ,Pegawai Penyelidik Pengurusan Tertinggi,,Q    
Q-PGT-002,Pegawai Pemeriksa Paten Pengurusan Tertinggi,,Q    
Q-PP-002,Pegawai Pemeriksa Paten,,Q    
Q-SOK-003 ,Pembantu Penyelidik Rendah,,Q    
Q-PP-001  ,Pegawai Penyelidik,,Q    
Q-SOK-001 ,Penolong Pegawai Penyelidik,,Q    
Q-SOK-002 ,Pembantu Penyelidik,,Q    
R-SOK-001 ,Pekerja Awam,,R    
R-SOK-002 ,Pekerja Awam Khas,,R    
R-SOK-003 ,Pemandu Kenderaan,,R    
R-SOK-004 ,Operator Loji,,R    
R-SOK-005 ,Pemandu/Operator Jentera Pemunggah,,R    
R-SOK-006 ,Penjaga Jentera Elektrik,,R    
R-SOK-007 ,Tukang K1,,R    
R-SOK-008 ,Tukang K2,,R    
R-SOK-009 ,Tukang K3,,R    
R-SOK-010 ,Pelansir (KTM),,R    
R-SOK-011 ,Pemandu Troli Rel (KTM),,R    
R-SOK-013 ,Pemandu Atau Operator Jentera Berat Land,,R    
R-SOK-014 ,Jaga,,R    
R-SOK-012 ,Operator Troli/Kren (KTM),,R    
R-SOK-015,Pemandu Enjin (KBB),,R    
R-JKD-001,Pemandu Injin Sangkut/Motorbot,,R    
R-JKD-002,Mandor,,R    
R-JKD-003,Pemandu/Anak Perahu,,R    
R-JKD-004,Pemasang Jentera,,R    
R-JKD-005,Pemandu Jentera Pembinaan/Pertanian,,R    
R-SOK-016,Pembuat Pukat,,R    
S-PGT-019,Pustakawan Pengurusan Tertinggi,,S    
S-PGT-018,Pegawai Perancang Bahasa Pengurusan Tertinggi,,S    
S-SOK-047,Wartawan,,S    
S-PP-020,Perancang Bahasa,,S    
S-SOK-048,Penolong Perancang Bahasa,,S    
S-PGT-021,Pegawai Antidadah Pengurusan Tertinggi,,S    
S-PGT-023,Pegawai Psikologi Pengurusan Tertinggi,,S    
S-SOK-049,Penolong Pustakawan,,S    
S-PGT-020,Perancang Bahasa Pengurusan Tertinggi,,S    
S-PP-021,Pegawai Komunikasi Strategik,,S    
S-JKD-001,Pembantu Luar,,S    
S-SOK-050,Pegawai Rumah Budak Laki-Laki,,S    
S-PGT-017,Kurator Pengurusan Tertinggi,,S    
S-PGT-007,Pegawai Penerangan Pengurusan Tertinggi,,S    
S-PP-017,Kaunselor,,S    
S-SOK-035,Pembantu Muzium Rendah,,S    
S-SOK-036,Penyemak Perpustakaan,,S    
S-SOK-037,Penolong Kaunselor,,S    
S-PP-018,Pegawai Antidadah,,S    
S-SOK-024,Pembantu Pembangunan Keluarga,,S    
S-SOK-039,Jurulatih Kawat Rendah,,S    
S-SOK-040,Pembantu Antidadah,,S    
S-SOK-041,Pembantu Pemuliharaan,,S    
S-SOK-044,Penolong Pegawai Antidadah,,S    
S-PGT-002 ,Pegawai Belia dan Sukan Pengurusan Tertinggi,,S    
S-PGT-003 ,Pegawai Siasatan Pengurusan Tertinggi,,S    
S-PGT-004 ,Pegawai Berita Pengurusan Tertinggi,,S    
S-PGT-005 ,Pegawai Perhubungan Perusahaan Pengurusan Tertinggi,,S    
S-PGT-006 ,Pegawai Penerangan Pengurusan Tertinggi,,S    
S-PGT-009 ,Pegawai Perancang Bahasa Pengurusan Tertinggi,,S    
S-PGT-010 ,Pegawai Arkib Pengurusan Tertinggi,,S    
S-PGT-012 ,Pegawai Hal Ehwal Islam Pengurusan Tertinggi,,S    
S-PGT-013 ,Pegawai Arkib Pengurusan Tertinggi,,S    
S-PGT-014 ,Kurator Pengurusan Tertinggi,,S    
S-PGT-015 ,Pustakawan Pengurusan Tertinggi,,S    
S-PGT-016 ,Pegawai Pembangunan Masyarakat Pengurusan Tertinggi,,S    
S-PP-004  ,Pegawai Berita,,S    
S-PP-005  ,Pegawai Perhubungan Perusahaan,,S    
S-PP-006  ,Pegawai Penerangan,,S    
S-PP-007  ,Pegawai Rundingcara,,S    
S-PP-008  ,Pegawai Kesatria,,S    
S-PP-009  ,Pegawai Perancang Bahasa,,S    
S-PP-010  ,Pegawai Pos,,S    
S-PP-012  ,Pegawai Hal Ehwal Islam,,S    
S-PP-013  ,Pegawai Arkib,,S    
S-PP-015  ,Pustakawan,,S    
S-PP-016  ,Pegawai Pembangunan Masyarakat,,S    
S-PP-002  ,Pegawai Belia dan Sukan,,S    
S-PP-003  ,Pegawai Siasatan,,S    
S-PP-014  ,Kurator,,S    
S-SOK-004 ,Penolong Pegawai Belia dan Sukan,,S    
S-SOK-005 ,Pembantu Belia dan Sukan,,S    
S-SOK-006 ,Penolong Pegawai Siasatan,,S    
S-SOK-007 ,Pembantu Siasatan,,S    
S-SOK-008 ,Pembantu Wartawan/Wartawan,,S    
S-SOK-009 ,Penolong Pegawai Perhubungan Perusahaan,,S    
S-SOK-010 ,Pembantu Perhubungan Perusahaan,,S    
S-SOK-011 ,Penolong Pegawai Penerangan,,S    
S-SOK-012 ,Pembantu Penerangan,,S    
S-SOK-013 ,Penolong Pegawai Rundingcara,,S    
S-SOK-014 ,Penolong Pegawai Kesatria,,S    
S-SOK-015 ,Pembantu Kesatria,,S    
S-SOK-016 ,Jurulatih Kawad,,S    
S-SOK-017 ,Penolong Pegawai Perancang Bahasa,,S    
S-SOK-018 ,Penolong Pegawai Pos,,S    
S-SOK-019 ,Posmen,,S    
S-SOK-031 ,Penolong Kurator,,S    
S-SOK-032 ,Pembantu Muzium,,S    
S-SOK-033 ,Penolong Pegawai Perpustakaan,,S    
S-SOK-001 ,Pembantu Perpustakaan,,S    
S-SOK-002 ,Penolong Pegawai Pembangunan Masyarakat,,S    
S-SOK-003 ,Pembantu Pembangunan Masyarakat,,S    
S-SOK-026 ,Penolong Pegawai Hal Ehwal Islam,,S    
S-SOK-027 ,Pembantu Hal Ehwal Islam,,S    
S-SOK-028 ,Pembantu Rendah Hal Ehwal Islam,,S    
S-SOK-034 ,Penolong Pegawai Arkib,,S    
S-SOK-030 ,Pembantu Arkib,,S    
S-SOK-045,Pembantu Luar Hal Ehwal Orang Asli,,S    
S-PP-019,Pegawai Psikologi,,S    
S-SOK-046,Penolong Pegawai Psikologi,,S    
S-SOK-051,Pembantu Pustakawan,,S    
SZ-PP-001,Pegawai Agama - Angkatan Tentera (Ikhtisas),,SZ   
T-PP-001,Pegawai Penguat Kuasa Maritim,,T    
T-BSP-001,Pegawai Lain-Lain Pangkat Penguat Kuasa Maritim,,T    
T-PGT-001,Pegawai Penguat Kuasa Maritim Pengurusan Tertinggi,,T    
U-SOK-026,Juruterapi Pergigian,,U    
UG-PP-001,Pegawai Pergigian,,U    
UF-PP-001,Pegawai Farmasi,,U    
U-JKD-018,Juruteknik Malaria,,U    
U-PGT-009,Jururawat Pengurusan Tertinggi,,U    
U-JKD-016 ,Penolong Pelawat Kesihatan,,U    
U-JKD-017,Penguasa Malaria,,U    
U-PGT-008,Pengajar Sains Kesihatan Pengurusan Tertinggi,,U    
U-PP-009,Pengajar Sains Kesihatan,,U    
U-SOK-025,Pembantu Perawatan Kesihatan,,U    
U-JKD-015,Pengawas Kesihatan Umum,,U    
U-JKA-007,Ahli Kimia Ubat,,U    
U-SOK-024,Pembantu Kesihatan Awam (jumud),,U    
U-JKD-003,Penolong Jururawat,,U    
U-JKD-014,Juruteknik Penilaian Rendah,,U    
U-JKD-004,Bidan,,U    
U-JKD-006,Pemungut Jentik-Jentik,,U    
U-JKD-007,Atendan Hospital Otak,,U    
U-JKD-008,Atendan Hospital,,U    
U-JKD-009,Atendan Makmal,,U    
U-JKD-010,Pembantu Pembedahan Pergigian,,U    
U-JKD-011,Pegawai Farmasi,,U    
U-JKD-012,Juruproses Filem X-Ray,,U    
U-JKD-013,Juruteknik Rendah Prostetik/Ortotik,,U    
U-JKD-005,Pembantu Kesihatan Awam,,U    
U-JKB-002,Juru X-Ray,,U    
U-JKB-003,Pengajar Juru X-Ray,,U    
U-JKB-004,Jurupulih Perubatan,,U    
U-JKB-005,Pengajar Jurupulih Perubatan,,U    
U-JKB-006,Inspektor Kesihatan,,U    
U-JKB-007,Pengajar Inspektor Kesihatan,,U    
UJKB-008,Pengajar Pembantu Perubatan,,U    
UJKB-009,Pengajar Makmal,,U    
UJKB-010,Pengajar Jururawat,,U    
U-JKB-011,Pengajar Juruteknik Pergigian,,U    
U-JKB-012,Pengajar Jururawat Pergigian,,U    
U-JKB-013,Pengajar Pembantu Farmasi,,U    
U-JKA-001,Pegawai Perubatan,,U    
U-JKA-002,Pegawai Optometri,,U    
U-JKA-003,Pegawai Pergigian,,U    
U-JKA-004,Pasukan Akauntan,,U    
U-JKA-006,Pasukan Penilaian,,U    
U-JKD-002,Pembantu Hospital Rendah,,U    
U-JKD-001,Pembantu Teknologi Makmal,,U    
U-SOK-021-001,Pemungut Jentik-Jentik,,U    
U-PGT-006,Pegawai Dietetik Pengurusan Tertinggi,,U    
U-JKB-001,Penolong Pegawai Sains Perubatan,,U    
U-JKB-002,Pegawai Kerja Akaun,,U    
U-JKB-003,Penolong Pegawai Penaksir,,U    
U-JKB-004,Penolong Penguasa Kastam,,U    
U-PP-008,Jururawat,,U    
U-BSP-004,Penolong Pegawai Perubatan,,U    
U-JKC-001,Jururawat Desa,,U    
U-JKC-002,Juruteknik Prostetik/Ortotik,,U    
U-JKC-003,Juruteknik Bilik Acuan,,U    
U-JKC-004,Penyimpan Akaun,,U    
U-JKC-005,Juruteknik Penilaian,,U    
U-JKC-006,Pegawai Kerani Audit,,U    
U-JKC-007,Pembantu Penaksir,,U    
U-JKC-008,Pegawai Kastam,,U    
U-PP-001  ,Pegawai Perubatan,,U    
U-PP-002  ,Pegawai Pergigian,,U    
U-PP-003  ,Pegawai Farmasi,,U    
U-PP-004  ,Pegawai Optometri,,U    
U-SOK-002 ,Juru X- Ray,,U    
U-SOK-003 ,Jurupulih Perubatan,,U    
U-SOK-004 ,Inspektor Kesihatan,,U    
U-SOK-005 ,Pembantu Perubatan,,U    
U-SOK-006 ,Juruteknologi Makmal Perubatan,,U    
U-SOK-007 ,Jururawat,,U    
U-SOK-008 ,Jururawat Masyarakat,,U    
U-SOK-009 ,Penolong Jururawat,,U    
U-SOK-010 ,Pembantu Kesihatan Awam,,U    
U-SOK-011 ,Atendan Kesihatan,,U    
U-SOK-012 ,Jururawat Pergigian,,U    
U-SOK-013 ,Juruteknologi Pergigian,,U    
U-SOK-014 ,Pembantu Pembedahan Pergigian,,U    
U-SOK-015 ,Penolong Pegawai Farmasi,,U    
U-SOK-016 ,Juruteknik Perubatan,,U    
U-SOK-018 ,Pembantu Teknologi Makmal Perubatan,,U    
U-SOK-019 ,Pembantu Hospital Rendah,,U    
U-SOK-020 ,Bidan,,U    
U-SOK-021 ,Pemungut Jentik-Jentik,,U    
U-SOK-022 ,Juruproses Filem X-Ray,,U    
U-SOK-023 ,Juruteknik Rendah Prostetik/Ortotik,,U    
U-PGT-002 ,Pegawai Pergigian Pengurusan Tertinggi,,U    
U-PGT-003 ,Pegawai Farmasi Pengurusan Tertinggi,,U    
U-BSP-001,Juru X-Ray,,U    
U-BSP-002,Penolong Pegawai Kesihatan Persekitaran/Pegawai Kesihatan Persekitaran,,U    
U-BSP-003,Jururawat,,U    
U-PP-005,Pegawai Pemulihan Perubatan,,U    
U-PP-006,Pengajar,,U    
U-PGT-001 ,Pegawai Perubatan Pengurusan Tertinggi,,U    
U-PGT-004,Pegawai Optometri Pengurusan Tertinggi,,U    
U-PGT-005,Pegawai Pemulihan Perubatan Pengurusan Tertinggi,,U    
U-PP-007,Pegawai Dietetik,,U    
U-SOK-017 ,Inspektor Pencegah Malaria,,U    
UD-PP-001,Pegawai Perubatan,,UD   
UD-PGT-001,Pegawai Perubatan Pengurusan Tertinggi,,UD   
UF-PGT-001,Pegawai Farmasi Pengurusan Tertinggi,,UF   
UF-SOK-001,Penolong Pegawai Farmasi,,UF   
UF-PP-001,Pegawai Farmasi,,UF   
UG-PP-001,Pegawai Pergigian,,UG   
UG-PGT-001,Pegawai Pergigian Pengurusan Tertinggi,,UG   
UZ-PP-001,Pegawai Perubatan - Angkatan Tentera (Ikhtisas),,UZ   
PGT-UZ-001,Pegawai Perubatan Pengurusan Tertinggi - Angkatan Tentera (Ikhtisas),,UZ   
VIP-APN-999,Anggota Pentadbiran,,VIP  
WK-SOK-001,Penolong Penguasa Kastam,,W    
WK-SOK-002,Pembantu Penguasa Kastam,,W    
WK-PP-001,Penguasa Kastam,,W    
U-JKA-005,Akauntan (BBB/KKT),,W    
U-JKA-008,Pemeriksa Kira-Kira,,W    
U-JKA-007,Juruaudit,,W    
U-JKA-009,Pegawai Penaksir,,W    
U-JKA-010,Penguasa Kastam,,W    
U-JKA-011,Pegawai Kewangan,,W    
U-JKA-012,Pegawai Aktuari,,W    
W-SOK-012 ,Juruteknik Penilaian Rendah,,W    
W-SOK-013 ,Pembantu Tadbir (Kewangan),,W    
W-PGT-001 ,Pegawai Akauntan Pengurusan Tertinggi,,W    
W-PGT-002 ,Pegawai Penilaian Pengurusan Tertinggi,,W    
W-PGT-003 ,Juruaudit Pengurusan Tertinggi,,W    
W-PGT-004 ,Penguasa Kastam Pengurusan Tertinggi,,W    
W-PGT-005 ,Pegawai Kewangan Pengurusan Tertinggi,,W    
W-PGT-008 ,Pegawai Penaksir Pengurusan Tertinggi,,W    
W-PP-001  ,Akauntan,,W    
W-PP-002  ,Pegawai Penilaian,,W    
W-PP-003  ,Juruaudit,,W    
W-PP-008  ,Pegawai Penaksir,,W    
W-PP-004  ,Penguasa Kastam,,W    
W-PP-005  ,Pegawai Kewangan,,W    
W-PP-006  ,Pegawai Aktuari,,W    
W-SOK-001 ,Penolong Akauntan,,W    
W-SOK-002 ,Pembantu Akauntan,,W    
W-SOK-003 ,Penolong Pegawai Penilaian,,W    
W-SOK-004 ,Pembantu Penilaian,,W    
W-SOK-005 ,Penolong Juruaudit,,W    
W-SOK-006 ,Pembantu Juruaudit,,W    
W-SOK-008 ,Penolong Pegawai Penaksir,,W    
W-SOK-009 ,Pembantu Penaksir,,W    
W-SOK-010 ,Penolong Penguasa Kastam,,W    
W-SOK-011 ,Pembantu Penguasa Kastam,,W    
WA-PP-001,Akauntan,,W    
WK-PP-001,Penguasa Kastam,,WK   
WK-PGT-001,Penguasa Kastam Pengurusan Tertinggi,,WK   
XA-BSP-001,Pegawai Lain-Lain Pangkat Penguat Kuasa Maritim,,X    
XA-PP-001,Pegawai Penguat Kuasa Maritim,,X    
XA-PGT-001,Pegawai Penguat Kuasa Maritim Pengurusan Tertinggi,,X    
XA01000,Laskar Kelas II Maritim,,X    
X-SOK-002,Laskar Kelas II Maritim,,X    
X-SOK-003,Laskar Kelas I Maritim,,X    
X-BSP-001,Pegawai Penguat Kuasa Maritim,,X    
X-SOK-001,Pegawai Lain-Lain Pangkat Penguat Kuasa Maritim,,X    
X-PGT-001,Pegawai Penguat Kuasa Maritim Pengurusan Tertinggi,,X    
XX-PGT-002,Jawatan Fleksi Kumpulan Tertinggi,,XX   
XX-PGT-003,Jawatan Kakitangan Ambilan Tempatan Kumpulan Tertinggi,,XX   
XX-PP-002,Jawatan Fleksi Kumpulan Pengurusan dan Profesional,,XX   
XX-PP-003,Jawatan Kakitangan Ambilan Tempatan Kumpulan Pengurusan dan Profesional,,XX   
XX-SOK-002,Jawatan Fleksi Kumpulan Sokongan,,XX   
XX-SOK-003,Jawatan Kakitangan Ambilan Tempatan Kumpulan Sokongan,,XX   
XX-BSP-001,Jawatan Terbuka Kumpulan Skim Perkhidmatan Bersepadu,,XX   
XX-BSP-002,Jawatan Fleksi Kumpulan Skim Perkhidmatan Bersepadu,,XX   
XX-BSP-003,Jawatan Kakitangan Ambilan Tempatan Kumpulan Skim Perkhidmatan Bersepadu,,XX   
XX-XXX-003,Jawatan Kakitangan Ambilan Tempatan Tanpa Kumpulan dan Klasifikasi Perkhidmatan,,XX   
XX-XXX-001,Jawatan Terbuka Tanpa Kumpulan dan Klasifikasi Perkhidmatan,,XX   
XX-XXX-002,Jawatan Fleksi Tanpa Kumpulan dan Klasifikasi Perkhidmatan,,XX   
XX-BSP-004,SKIM PERKHIDMATAN SINGKAT (PRE2) JURURAWAT,,XX   
XX-PP-004,Jawatan Pakej Rangsangan Ekonomi (PRE-2) Kumpulan Pengurusan dan Profesional,,XX   
XX-SOK-004,Jawatan Pakej Rangsangan Ekonomi (PRE-2) Kumpulan Sokongan,,XX   
XX-XXX-004,Jawatan Terbuka - Jawatan Pakej Rangsangan Ekonomi (PRE-2),,XX   
XX-PP-005,Jawatan Kumpulan Pengurusan dan Profesional Tanpa Klasifikasi Perkhidmatan,,XX   
YA-PP-001,Pegawai Kanan Polis,,Y    
YA-SOK-001,Pegawai Rendah Polis dan Konstabel,,Y    
YA-PGT-001,Pegawai Kanan Polis Pengurusan Tertinggi,,Y    
Y-BSP-001,Pegawai Kanan Polis,,Y    
Y-PGT-001 ,Pegawai Kanan Polis Pengurusan Tertinggi,,Y    
YP-SOK-001,Pegawai Rendah Polis dan Konstabel Orang Asli,,Y    
Y-SOK-001 ,Pegawai Rendah Polis dan Konstabel,,Y    
YT-SOK-001,Pegawai Rendah Polis dan Konstabel Tambahan,,Y    
Y-PP-001,Penolong Penguasa Polis,,Y    
Y-PP-002,Timbalan Penguasa Polis,,Y    
YT-SOK-002,Pegawai Rendah Polis dan Konstabel Sokongan,,Y    
YA-BSP-001,Pegawai Rendah Polis dan Konstabel,,Y    
YP-SOK-002,Pegawai Rendah Polis dan Konstabel Orang Asli,,YP   
Z-PGT-002,"Pegawai Angkatan Tetap Pengurusan Tertinggi, Angkatan Tentera Malaysia",,Z    
Z-BSP-001,"Pegawai Angkatan Tetap, Angkatan Tentera Malaysia",,Z    
Z-SOK-001,"Askar Laskar Angkatan Tetap, Angkatan Tentera Malaysia",,Z    
Z-PGT-001,"Pegawai Angkatan Tetap Pengurusan Tertinggi, Angkatan Tentera Malaysia",,Z    
ZA-BSP-001,"Askar Laskar Angkatan Tetap, Angkatan Tentera Malaysia",,Z    
ZA-PGT-001,"Pegawai Angkatan Tetap Pengurusan Tertinggi, Angkatan Tentera Malaysia",,Z    
ZA-SOK-001,"Askar Laskar Angkatan Tetap, Angkatan Tentera Malaysia",,Z    
ZA-PP-001,"Pegawai Angkatan Tetap, Angkatan Tentera Malaysia",,Z    
